transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-0267,BILL-0193,2025-03-06,S1,Downtown,C012,Loyal,P414,Dairy,Half and Half 500ml,2,3.00,Credit Card,0.00,In-store
TXN-2025-0268,BILL-0193,2025-03-06,S1,Downtown,C012,Loyal,P411,Dairy,Chocolate Milk 1L,2,2.80,Credit Card,0.00,In-store
TXN-2025-0269,BILL-0194,2025-03-06,S2,Suburban,C028,Regular,P307,Personal Care,Deodorant 150ml,2,3.50,Cash,0.00,In-store
TXN-2025-0270,BILL-0195,2025-03-06,S3,Uptown,C044,New,P102,Beverages,Apple Juice 1L,3,3.75,UPI,0.00,In-store
TXN-2025-0271,BILL-0196,2025-03-07,S1,Downtown,C003,Loyal,P508,Grocery,Cereal Box 500g,2,4.50,Credit Card,0.00,In-store
TXN-2025-0272,BILL-0196,2025-03-07,S1,Downtown,C003,Loyal,P509,Grocery,Peanut Butter 350g,1,4.50,Credit Card,0.00,In-store
TXN-2025-0273,BILL-0197,2025-03-07,S2,Suburban,C016,Regular,P604,Bakery,Bagels 6-Pack,2,3.50,Cash,0.00,In-store
TXN-2025-0274,BILL-0198,2025-03-07,S3,Uptown,C033,Loyal,P217,Snacks,Seaweed Snacks,4,1.80,Debit Card,0.00,In-store
TXN-2025-0275,BILL-0199,2025-03-08,S1,Downtown,C009,Loyal,P301,Personal Care,Shampoo 250ml,2,4.00,Credit Card,0.00,In-store
TXN-2025-0276,BILL-0199,2025-03-08,S1,Downtown,C009,Loyal,P311,Personal Care,Conditioner 250ml,2,4.50,Credit Card,0.00,In-store
TXN-2025-0277,BILL-0200,2025-03-08,S2,Suburban,C025,Regular,P402,Dairy,Cheese 200g,3,3.20,UPI,0.00,Online
TXN-2025-0278,BILL-0201,2025-03-08,S3,Uptown,C035,Loyal,P514,Grocery,Cooking Oil 1L,1,5.00,Cash,0.00,In-store
TXN-2025-0279,BILL-0202,2025-03-09,S1,Downtown,C006,Loyal,P107,Beverages,Lemonade 1L,4,2.80,Credit Card,0.00,In-store
TXN-2025-0280,BILL-0202,2025-03-09,S1,Downtown,C006,Loyal,P108,Beverages,Coconut Water 1L,2,3.00,Credit Card,0.00,In-store
TXN-2025-0281,BILL-0203,2025-03-09,S2,Suburban,C018,Regular,P215,Snacks,Tortilla Chips,3,2.20,Cash,0.00,In-store
TXN-2025-0282,BILL-0204,2025-03-09,S3,Uptown,C038,Loyal,P605,Bakery,Donuts 6-Pack,2,4.50,Debit Card,0.00,In-store
TXN-2025-0283,BILL-0205,2025-03-10,S1,Downtown,C010,Loyal,P510,Grocery,Jam 350g,3,3.00,Credit Card,0.00,In-store
TXN-2025-0284,BILL-0205,2025-03-10,S1,Downtown,C010,Loyal,P507,Grocery,Honey 500g,1,6.00,Credit Card,0.00,In-store
TXN-2025-0285,BILL-0206,2025-03-10,S2,Suburban,C027,Regular,P318,Personal Care,Shaving Cream 200ml,2,3.50,Cash,0.00,In-store
TXN-2025-0286,BILL-0207,2025-03-10,S3,Uptown,C041,New,P111,Beverages,Sparkling Water 1L,4,2.00,UPI,0.00,In-store
TXN-2025-0287,BILL-0208,2025-03-11,S1,Downtown,C004,Loyal,P209,Snacks,Granola Bars 6-Pack,3,4.00,Credit Card,0.00,In-store
TXN-2025-0288,BILL-0208,2025-03-11,S1,Downtown,C004,Loyal,P218,Snacks,Protein Bars 4-Pack,2,6.00,Credit Card,0.00,In-store
TXN-2025-0289,BILL-0209,2025-03-11,S2,Suburban,C022,Regular,P401,Dairy,Milk 1L,4,1.80,Cash,0.00,In-store
TXN-2025-0290,BILL-0210,2025-03-11,S3,Uptown,C046,New,P610,Bakery,Garlic Bread,3,2.50,Debit Card,0.00,In-store
TXN-2025-0291,BILL-0211,2025-03-12,S1,Downtown,C007,Loyal,P306,Personal Care,Hand Cream 100ml,2,4.20,Credit Card,0.00,In-store
TXN-2025-0292,BILL-0211,2025-03-12,S1,Downtown,C007,Loyal,P313,Personal Care,Lip Balm 3-Pack,2,3.20,Credit Card,0.00,In-store
TXN-2025-0293,BILL-0212,2025-03-12,S2,Suburban,C024,Regular,P512,Grocery,Tomato Sauce 500g,3,2.20,UPI,0.00,Online
TXN-2025-0294,BILL-0213,2025-03-12,S3,Uptown,C034,Loyal,P202,Snacks,Nachos Pack,4,2.50,Cash,0.00,In-store
TXN-2025-0295,BILL-0214,2025-03-13,S1,Downtown,C011,Loyal,P601,Bakery,Whole Wheat Bread,3,2.25,Credit Card,0.00,In-store
TXN-2025-0296,BILL-0214,2025-03-13,S1,Downtown,C011,Loyal,P602,Bakery,Croissant 4-Pack,2,4.00,Credit Card,0.00,In-store
TXN-2025-0297,BILL-0215,2025-03-13,S2,Suburban,C017,Regular,P404,Dairy,Butter 250g,2,3.50,Cash,0.00,In-store
TXN-2025-0298,BILL-0216,2025-03-13,S3,Uptown,C036,Loyal,P116,Beverages,Hot Chocolate Mix,2,3.50,Debit Card,0.00,In-store
TXN-2025-0299,BILL-0217,2025-03-14,S1,Downtown,C001,Loyal,P515,Grocery,Spaghetti 500g,4,1.80,Credit Card,0.00,In-store
TXN-2025-0300,BILL-0217,2025-03-14,S1,Downtown,C001,Loyal,P516,Grocery,Tomato Paste 200g,3,1.50,Credit Card,0.00,In-store
TXN-2025-0301,BILL-0218,2025-03-14,S2,Suburban,C020,Regular,P308,Personal Care,Razor Pack,1,5.00,Cash,0.00,In-store
TXN-2025-0302,BILL-0219,2025-03-14,S3,Uptown,C039,Loyal,P210,Snacks,Crackers Pack,5,1.80,UPI,0.00,In-store
TXN-2025-0303,BILL-0220,2025-03-15,S1,Downtown,C008,Loyal,P405,Dairy,Ice Cream 1L,2,5.50,Credit Card,0.00,In-store
TXN-2025-0304,BILL-0220,2025-03-15,S1,Downtown,C008,Loyal,P403,Dairy,Yogurt 500g,3,2.00,Credit Card,0.00,In-store
TXN-2025-0305,BILL-0221,2025-03-15,S2,Suburban,C026,Regular,P103,Beverages,Mango Juice 1L,3,3.25,Cash,0.00,In-store
TXN-2025-0306,BILL-0222,2025-03-15,S3,Uptown,C032,Loyal,P611,Bakery,Banana Bread,2,4.00,Debit Card,0.00,In-store
TXN-2025-0307,BILL-0223,2025-03-16,S1,Downtown,C005,Loyal,P317,Personal Care,Hand Sanitizer 250ml,3,2.80,Credit Card,0.00,In-store
TXN-2025-0308,BILL-0223,2025-03-16,S1,Downtown,C005,Loyal,P305,Personal Care,Soap Bar 3-Pack,2,3.00,Credit Card,0.00,In-store
TXN-2025-0309,BILL-0224,2025-03-16,S2,Suburban,C029,Regular,P406,Dairy,Cream Cheese 200g,2,4.00,UPI,0.00,Online
TXN-2025-0310,BILL-0225,2025-03-16,S3,Uptown,C037,Loyal,P521,Grocery,Maple Syrup 250ml,1,6.50,Cash,0.00,In-store
TXN-2025-0311,BILL-0226,2025-03-17,S1,Downtown,C002,Loyal,P113,Beverages,Almond Milk 1L,3,4.50,Credit Card,0.00,In-store
TXN-2025-0312,BILL-0226,2025-03-17,S1,Downtown,C002,Loyal,P117,Beverages,Ginger Ale 1L,2,2.20,Credit Card,0.00,In-store
TXN-2025-0313,BILL-0227,2025-03-17,S2,Suburban,C014,Regular,P608,Bakery,Cinnamon Rolls 4-Pack,2,5.00,Cash,0.00,In-store
TXN-2025-0314,BILL-0228,2025-03-17,S3,Uptown,C040,Loyal,P214,Snacks,Veggie Chips,4,2.80,Debit Card,0.00,In-store
TXN-2025-0315,BILL-0229,2025-03-18,S1,Downtown,C012,Loyal,P407,Dairy,Paneer 250g,3,3.80,Credit Card,0.00,In-store
TXN-2025-0316,BILL-0229,2025-03-18,S1,Downtown,C012,Loyal,P410,Dairy,Greek Yogurt 400g,2,3.50,Credit Card,0.00,In-store
TXN-2025-0317,BILL-0230,2025-03-18,S2,Suburban,C023,Regular,P302,Personal Care,Body Lotion 200ml,1,5.50,Cash,0.00,In-store
TXN-2025-0318,BILL-0231,2025-03-18,S3,Uptown,C044,New,P104,Beverages,Green Tea Pack,2,4.50,UPI,0.00,In-store
TXN-2025-0319,BILL-0232,2025-03-19,S1,Downtown,C003,Loyal,P606,Bakery,Cake Slice,3,3.00,Credit Card,0.00,In-store
TXN-2025-0320,BILL-0232,2025-03-19,S1,Downtown,C003,Loyal,P613,Bakery,Chocolate Cake Slice,2,3.50,Credit Card,0.00,In-store
TXN-2025-0321,BILL-0233,2025-03-19,S2,Suburban,C019,Regular,P501,Grocery,Rice 5kg,1,8.50,Cash,0.00,In-store
TXN-2025-0322,BILL-0234,2025-03-19,S3,Uptown,C033,Loyal,P205,Snacks,Pretzels Pack,5,1.80,Debit Card,0.00,In-store
TXN-2025-0323,BILL-0235,2025-03-20,S1,Downtown,C009,Loyal,P413,Dairy,Feta Cheese 200g,2,4.50,Credit Card,0.00,In-store
TXN-2025-0324,BILL-0235,2025-03-20,S1,Downtown,C009,Loyal,P408,Dairy,Cottage Cheese 250g,1,4.20,Credit Card,0.00,In-store
TXN-2025-0325,BILL-0236,2025-03-20,S2,Suburban,C021,Regular,P216,Snacks,Salsa Dip 300g,2,3.50,UPI,0.00,Online
TXN-2025-0326,BILL-0237,2025-03-20,S3,Uptown,C035,Loyal,P312,Personal Care,Hair Gel 150ml,2,3.00,Cash,0.00,In-store
TXN-2025-0327,BILL-0238,2025-03-21,S1,Downtown,C006,Loyal,P517,Grocery,Quinoa 500g,1,7.00,Credit Card,0.00,In-store
TXN-2025-0328,BILL-0238,2025-03-21,S1,Downtown,C006,Loyal,P518,Grocery,Brown Rice 2kg,1,5.50,Credit Card,0.00,In-store
TXN-2025-0329,BILL-0239,2025-03-21,S2,Suburban,C028,Regular,P609,Bakery,Sourdough Bread,2,3.50,Cash,0.00,In-store
TXN-2025-0330,BILL-0240,2025-03-21,S3,Uptown,C038,Loyal,P106,Beverages,Mineral Water 6-Pack,3,4.00,Debit Card,0.00,In-store
TXN-2025-0331,BILL-0241,2025-03-22,S1,Downtown,C010,Loyal,P203,Snacks,Cookies Pack,5,1.50,Credit Card,0.00,In-store
TXN-2025-0332,BILL-0241,2025-03-22,S1,Downtown,C010,Loyal,P201,Snacks,Potato Chips,4,1.20,Credit Card,0.00,In-store
TXN-2025-0333,BILL-0242,2025-03-22,S2,Suburban,C016,Regular,P310,Personal Care,Hair Oil 200ml,1,5.50,Cash,0.00,In-store
TXN-2025-0334,BILL-0243,2025-03-22,S3,Uptown,C041,New,P409,Dairy,Whipped Cream 250ml,2,3.80,UPI,0.00,In-store
TXN-2025-0335,BILL-0244,2025-03-23,S1,Downtown,C004,Loyal,P112,Beverages,Fruit Punch 2L,2,4.00,Credit Card,0.00,In-store
TXN-2025-0336,BILL-0244,2025-03-23,S1,Downtown,C004,Loyal,P110,Beverages,Iced Tea 1L,3,2.50,Credit Card,0.00,In-store
TXN-2025-0337,BILL-0245,2025-03-23,S2,Suburban,C025,Regular,P607,Bakery,Baguette,3,2.00,Cash,0.00,In-store
TXN-2025-0338,BILL-0246,2025-03-23,S3,Uptown,C046,New,P519,Grocery,Black Beans 500g,3,2.00,Debit Card,0.00,In-store
TXN-2025-0339,BILL-0247,2025-03-24,S1,Downtown,C007,Loyal,P303,Personal Care,Face Wash 100ml,2,3.80,Credit Card,0.00,In-store
TXN-2025-0340,BILL-0247,2025-03-24,S1,Downtown,C007,Loyal,P314,Personal Care,Body Wash 300ml,1,4.80,Credit Card,0.00,In-store
TXN-2025-0341,BILL-0248,2025-03-24,S2,Suburban,C018,Regular,P402,Dairy,Cheese 200g,2,3.20,UPI,0.00,Online
TXN-2025-0342,BILL-0249,2025-03-24,S3,Uptown,C034,Loyal,P207,Snacks,Candy Bar 3-Pack,4,2.00,Cash,0.00,In-store
TXN-2025-0343,BILL-0250,2025-03-25,S1,Downtown,C011,Loyal,P612,Bakery,Brownies 4-Pack,2,4.50,Credit Card,0.00,In-store
TXN-2025-0344,BILL-0250,2025-03-25,S1,Downtown,C011,Loyal,P603,Bakery,Muffins 6-Pack,1,5.00,Credit Card,0.00,In-store
TXN-2025-0345,BILL-0251,2025-03-25,S2,Suburban,C027,Regular,P115,Beverages,Smoothie Mix,2,4.00,Cash,0.00,In-store
TXN-2025-0346,BILL-0252,2025-03-25,S3,Uptown,C036,Loyal,P520,Grocery,Chickpeas 500g,3,2.20,Debit Card,0.00,In-store
TXN-2025-0347,BILL-0253,2025-03-26,S1,Downtown,C001,Loyal,P404,Dairy,Butter 250g,2,3.50,Credit Card,0.00,In-store
TXN-2025-0348,BILL-0253,2025-03-26,S1,Downtown,C001,Loyal,P401,Dairy,Milk 1L,4,1.80,Credit Card,0.00,In-store
TXN-2025-0349,BILL-0254,2025-03-26,S2,Suburban,C022,Regular,P211,Snacks,Cheese Puffs,5,1.50,Cash,0.00,In-store
TXN-2025-0350,BILL-0255,2025-03-26,S3,Uptown,C039,Loyal,P316,Personal Care,Face Cream 50ml,1,7.50,UPI,0.00,In-store
TXN-2025-0351,BILL-0256,2025-03-27,S1,Downtown,C008,Loyal,P505,Grocery,Olive Oil 500ml,1,7.50,Credit Card,0.00,In-store
TXN-2025-0352,BILL-0256,2025-03-27,S1,Downtown,C008,Loyal,P514,Grocery,Cooking Oil 1L,1,5.00,Credit Card,0.00,In-store
TXN-2025-0353,BILL-0257,2025-03-27,S2,Suburban,C024,Regular,P604,Bakery,Bagels 6-Pack,2,3.50,Cash,0.00,In-store
TXN-2025-0354,BILL-0258,2025-03-27,S3,Uptown,C032,Loyal,P102,Beverages,Apple Juice 1L,3,3.75,Debit Card,0.00,In-store
TXN-2025-0355,BILL-0259,2025-03-28,S1,Downtown,C005,Loyal,P208,Snacks,Trail Mix 300g,2,5.00,Credit Card,0.00,In-store
TXN-2025-0356,BILL-0259,2025-03-28,S1,Downtown,C005,Loyal,P213,Snacks,Dried Fruits 200g,2,4.50,Credit Card,0.00,In-store
TXN-2025-0357,BILL-0260,2025-03-28,S2,Suburban,C017,Regular,P412,Dairy,Sour Cream 200g,2,2.50,UPI,0.00,Online
TXN-2025-0358,BILL-0261,2025-03-28,S3,Uptown,C037,Loyal,P605,Bakery,Donuts 6-Pack,2,4.50,Cash,0.00,In-store
TXN-2025-0359,BILL-0262,2025-03-29,S1,Downtown,C002,Loyal,P309,Personal Care,Sunscreen 100ml,1,8.00,Credit Card,0.00,In-store
TXN-2025-0360,BILL-0262,2025-03-29,S1,Downtown,C002,Loyal,P307,Personal Care,Deodorant 150ml,2,3.50,Credit Card,0.00,In-store
TXN-2025-0361,BILL-0263,2025-03-29,S2,Suburban,C020,Regular,P101,Beverages,Orange Juice 1L,3,3.50,Cash,0.00,In-store
TXN-2025-0362,BILL-0264,2025-03-29,S3,Uptown,C040,Loyal,P513,Grocery,Mayonnaise 300g,2,3.50,Debit Card,0.00,In-store
TXN-2025-0363,BILL-0265,2025-03-30,S1,Downtown,C012,Loyal,P411,Dairy,Chocolate Milk 1L,3,2.80,Credit Card,0.00,In-store
TXN-2025-0364,BILL-0265,2025-03-30,S1,Downtown,C012,Loyal,P414,Dairy,Half and Half 500ml,2,3.00,Credit Card,0.00,In-store
TXN-2025-0365,BILL-0266,2025-03-30,S2,Suburban,C026,Regular,P610,Bakery,Garlic Bread,3,2.50,Cash,0.00,In-store
TXN-2025-0366,BILL-0267,2025-03-30,S3,Uptown,C044,New,P212,Snacks,Rice Cakes Pack,3,2.50,UPI,0.00,In-store
TXN-2025-0367,BILL-0268,2025-03-31,S1,Downtown,C003,Loyal,P114,Beverages,Herbal Tea Box,2,5.00,Credit Card,0.00,In-store
TXN-2025-0368,BILL-0268,2025-03-31,S1,Downtown,C003,Loyal,P104,Beverages,Green Tea Pack,2,4.50,Credit Card,0.00,In-store
TXN-2025-0369,BILL-0269,2025-03-31,S2,Suburban,C029,Regular,P301,Personal Care,Shampoo 250ml,2,4.00,Cash,0.00,In-store
TXN-2025-0370,BILL-0270,2025-03-31,S3,Uptown,C033,Loyal,P614,Bakery,Fruit Tart,2,4.00,Debit Card,0.00,In-store
TXN-2025-0371,BILL-0271,2025-04-01,S1,Downtown,C009,Loyal,P502,Grocery,Wheat Flour 2kg,3,3.00,Credit Card,0.00,In-store
TXN-2025-0372,BILL-0271,2025-04-01,S1,Downtown,C009,Loyal,P503,Grocery,Sugar 1kg,3,1.50,Credit Card,0.00,In-store
TXN-2025-0373,BILL-0271,2025-04-01,S1,Downtown,C009,Loyal,P511,Grocery,Lentils 1kg,2,2.50,Credit Card,0.00,In-store
TXN-2025-0374,BILL-0272,2025-04-01,S2,Suburban,C014,Regular,P406,Dairy,Cream Cheese 200g,2,4.00,UPI,0.00,Online
TXN-2025-0375,BILL-0273,2025-04-01,S3,Uptown,C035,Loyal,P107,Beverages,Lemonade 1L,4,2.80,Cash,0.00,In-store
TXN-2025-0376,BILL-0274,2025-04-02,S1,Downtown,C006,Loyal,P615,Bakery,Cheesecake Slice,2,4.50,Credit Card,0.00,In-store
TXN-2025-0377,BILL-0274,2025-04-02,S1,Downtown,C006,Loyal,P606,Bakery,Cake Slice,2,3.00,Credit Card,0.00,In-store
TXN-2025-0378,BILL-0275,2025-04-02,S2,Suburban,C023,Regular,P206,Snacks,Popcorn Pack,5,1.25,Cash,0.00,In-store
TXN-2025-0379,BILL-0276,2025-04-02,S3,Uptown,C038,Loyal,P318,Personal Care,Shaving Cream 200ml,2,3.50,Debit Card,0.00,In-store
TXN-2025-0380,BILL-0277,2025-04-03,S1,Downtown,C010,Loyal,P109,Beverages,Energy Drink 4-Pack,2,6.00,Credit Card,0.00,In-store
TXN-2025-0381,BILL-0277,2025-04-03,S1,Downtown,C010,Loyal,P105,Beverages,Cola 2L,3,2.50,Credit Card,0.00,In-store
TXN-2025-0382,BILL-0278,2025-04-03,S2,Suburban,C019,Regular,P407,Dairy,Paneer 250g,2,3.80,Cash,0.00,In-store
TXN-2025-0383,BILL-0279,2025-04-03,S3,Uptown,C041,New,P608,Bakery,Cinnamon Rolls 4-Pack,2,5.00,UPI,0.00,In-store
TXN-2025-0384,BILL-0280,2025-04-04,S1,Downtown,C004,Loyal,P204,Snacks,Mixed Nuts 250g,3,6.50,Credit Card,0.00,In-store
TXN-2025-0385,BILL-0280,2025-04-04,S1,Downtown,C004,Loyal,P218,Snacks,Protein Bars 4-Pack,2,6.00,Credit Card,0.00,In-store
TXN-2025-0386,BILL-0281,2025-04-04,S2,Suburban,C021,Regular,P315,Personal Care,Moisturizer 100ml,1,6.00,Cash,0.00,In-store
TXN-2025-0387,BILL-0282,2025-04-04,S3,Uptown,C046,New,P516,Grocery,Tomato Paste 200g,3,1.50,Debit Card,0.00,In-store
TXN-2025-0388,BILL-0283,2025-04-05,S1,Downtown,C007,Loyal,P403,Dairy,Yogurt 500g,4,2.00,Credit Card,0.00,In-store
TXN-2025-0389,BILL-0283,2025-04-05,S1,Downtown,C007,Loyal,P410,Dairy,Greek Yogurt 400g,2,3.50,Credit Card,0.00,In-store
TXN-2025-0390,BILL-0284,2025-04-05,S2,Suburban,C028,Regular,P602,Bakery,Croissant 4-Pack,2,4.00,UPI,0.00,Online
TXN-2025-0391,BILL-0285,2025-04-05,S3,Uptown,C034,Loyal,P111,Beverages,Sparkling Water 1L,4,2.00,Cash,0.00,In-store
TXN-2025-0392,BILL-0286,2025-04-06,S1,Downtown,C011,Loyal,P310,Personal Care,Hair Oil 200ml,1,5.50,Credit Card,0.00,In-store
TXN-2025-0393,BILL-0286,2025-04-06,S1,Downtown,C011,Loyal,P311,Personal Care,Conditioner 250ml,1,4.50,Credit Card,0.00,In-store
TXN-2025-0394,BILL-0287,2025-04-06,S2,Suburban,C016,Regular,P215,Snacks,Tortilla Chips,4,2.20,Cash,0.00,In-store
TXN-2025-0395,BILL-0288,2025-04-06,S3,Uptown,C036,Loyal,P501,Grocery,Rice 5kg,1,8.50,Debit Card,0.00,In-store
TXN-2025-0396,BILL-0289,2025-04-07,S1,Downtown,C001,Loyal,P601,Bakery,Whole Wheat Bread,3,2.25,Credit Card,0.00,In-store
TXN-2025-0397,BILL-0289,2025-04-07,S1,Downtown,C001,Loyal,P607,Bakery,Baguette,2,2.00,Credit Card,0.00,In-store
TXN-2025-0398,BILL-0290,2025-04-07,S2,Suburban,C025,Regular,P405,Dairy,Ice Cream 1L,2,5.50,Cash,0.00,In-store
TXN-2025-0399,BILL-0291,2025-04-07,S3,Uptown,C039,Loyal,P217,Snacks,Seaweed Snacks,5,1.80,UPI,0.00,In-store
TXN-2025-0400,BILL-0292,2025-04-08,S1,Downtown,C008,Loyal,P508,Grocery,Cereal Box 500g,2,4.50,Credit Card,0.00,In-store
